,,Depth (cm),,,,,,,,,,,,,,,,,
,Babesia divergens,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Babesia microti,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Babesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Babesia sp. Xinjiang,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Theileriidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Theileria,0,14,10,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0
,Theileria annulata,0,0,5,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0
,Theileria equi,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,20,0
,Theileria orientalis,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Theileria parva,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Conoidasida,4,4,1,1,1,1,3,0,0,0,0,0,0,0,0,0,3,0
,Coccidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eucoccidiorida,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
,Eimeriorina,2,0,0,5,3,2,5,3,0,0,0,0,0,0,0,0,1,4
,Cryptosporidiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cryptosporidium,0,12,14,5,0,7,0,0,0,0,0,0,0,0,8,0,4,0
,Cryptosporidium hominis,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Cryptosporidium muris,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0
,Cryptosporidium ubiquitum,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Eimeriidae,0,5,8,2,1,0,0,0,0,0,0,0,0,0,1,0,4,1
,Cyclospora,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Cyclospora cayetanensis,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,Eimeria,22,32,19,25,17,24,10,11,0,0,0,0,0,0,16,0,13,13
,Eimeria acervulina,0,15,14,0,0,10,19,7,0,0,0,0,0,0,0,0,11,0
,Eimeria bovis,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
,Eimeria maxima,0,0,17,0,0,12,8,0,0,0,0,0,0,0,0,0,11,5
,Eimeria mitis,0,5,14,5,0,19,23,0,0,0,0,0,0,0,18,0,11,0
,Eimeria necatrix,0,0,15,0,0,6,7,0,0,0,0,0,0,0,0,0,13,0
,Eimeria tenella,0,10,11,0,5,9,10,0,0,0,0,0,0,0,0,0,7,0
,Sarcocystidae,10,4,6,0,10,3,3,0,0,0,0,0,0,0,7,0,6,0
,Besnoitia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Besnoitia besnoiti,6,11,11,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0
,Neospora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Neospora caninum,0,21,11,0,0,31,0,0,0,0,0,0,0,0,0,7,0,0
,Toxoplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Toxoplasma gondii,10,12,12,0,0,20,11,0,0,0,0,0,0,0,7,0,0,0
,Gregarinasina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eugregarinorida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gregarinidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gregarina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gregarina niphandrodes,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Ciliophora,4,3,3,1,0,7,0,1,5,0,0,0,0,0,5,0,1,1
,Intramacronucleata,13,10,4,1,0,11,4,5,0,0,0,0,0,0,1,0,3,2
,Litostomatea,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Haptoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haptorida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paraspathidiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paraspathidium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paraspathidium apofuscum,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oligohymenophorea,4,7,2,1,1,3,4,0,0,0,0,0,0,0,3,0,1,5
,Hymenostomatida,6,3,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0
,Ophryoglenina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ichthyophthirius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ichthyophthirius multifiliis,7,17,21,7,0,38,7,0,0,0,0,0,0,0,17,0,13,0
,Tetrahymenina,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Tetrahymenidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tetrahymena,1,11,0,5,0,6,1,0,0,0,0,0,0,0,1,0,5,0
,Tetrahymena thermophila,5,26,48,0,0,64,11,0,0,0,0,0,0,0,23,0,0,0
,Peniculida,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parameciidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paramecium,0,2,5,0,0,8,0,0,0,0,0,0,0,0,2,0,1,0
,Paramecium tetraurelia,0,31,38,5,5,60,14,0,0,0,0,0,0,0,15,0,15,0
,Scuticociliatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Philasterida,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Uronematidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Uronema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Uronema marinum,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Spirotrichea,10,7,1,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0
,Hypotrichia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Euplotida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Euplotidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Euplotes,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stichotrichia,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Sporadotrichida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oxytrichidae,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Stylonychinae,1,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Sterkiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sterkiella histriomuscorum,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dinophyceae,15,17,17,0,0,21,12,0,0,0,0,0,0,0,8,0,7,0
,Gonyaulacales,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,Goniodomataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gambierdiscus,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Gonyaulacaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alexandrium,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Peridiniales,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kryptoperidiniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kryptoperidinium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kryptoperidinium foliaceum,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
,Peridiniaceae,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prorocentrales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prorocentraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prorocentrum,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
,Perkinsozoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Perkinsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Perkinsida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Perkinsidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Perkinsus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Perkinsus marinus,6,8,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
,Amoebozoa,6,3,3,0,3,10,0,5,5,0,0,0,0,0,1,0,0,5
,Discosea,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
,Longamoebia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Centramoebida,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Acanthamoebidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Acanthamoeba,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Acanthamoeba castellanii,33,44,41,13,18,47,20,0,0,0,0,0,0,0,12,0,11,0
,Evosea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Archamoebae,0,3,6,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0
,Entamoebidae,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Entamoeba,0,24,21,15,0,24,2,0,0,0,0,0,0,0,10,0,9,0
,Entamoeba dispar,0,6,12,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0
,Entamoeba histolytica,0,6,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
,Entamoeba invadens,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
,Entamoeba nuttalli,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0
,Mastigamoebidae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Mastigamoeba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mastigamoeba balamuthi,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Eumycetozoa,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
,Dictyostelids,6,2,1,7,7,4,0,0,0,0,0,0,0,0,1,0,1,4
,Acytosteliales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acytosteliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acytostelium,5,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0
,Acytostelium subglobosum,0,8,17,0,6,29,6,0,0,0,0,0,0,0,16,0,0,0
,Heterostelium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Heterostelium album,0,12,19,0,0,25,7,0,0,0,0,0,0,0,9,0,5,0
,Heterostelium pallidum,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cavenderiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cavenderia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cavenderia fasciculata,0,10,26,0,6,57,18,0,0,0,0,0,0,0,15,0,8,5
,Dictyosteliales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dictyosteliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dictyostelium,17,14,9,9,10,5,1,5,0,0,0,0,0,0,3,0,1,5
,Dictyostelium discoideum,0,24,53,22,5,83,29,0,0,0,0,0,0,0,31,0,45,0
,Dictyostelium purpureum,0,10,41,7,0,32,11,0,0,0,0,0,0,0,5,0,29,0
,Apusozoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Apusomonadidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Thecamonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thecamonas trahens,42,37,34,10,24,50,22,5,0,0,0,0,0,0,26,0,16,0
,Cryptophyta,1,3,2,1,0,7,2,8,7,0,0,0,0,0,4,0,2,0
,Cryptomonadales,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1
,Goniomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Goniomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,Goniomonas avonlea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,Hemiselmidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hemiselmis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Hemiselmis andersenii,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,36,6
,Pyrenomonadales,2,2,6,1,1,0,1,0,0,0,0,0,0,0,2,0,5,2
,Chroomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chroomonas,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Geminigeraceae,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5
,Guillardia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Guillardia theta,14,36,33,9,12,26,16,0,0,0,0,0,0,0,12,0,21,0
,"environmental samples <eukaryotes,superkingdom Eukaryota>",12,12,10,0,6,16,12,6,6,0,0,0,0,0,7,0,11,5
,uncultured eukaryote,0,12,17,0,0,69,16,0,0,0,0,0,0,0,19,0,28,0
,uncultured marine eukaryote,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,6,0
,uncultured marine phototrophic eukaryote,6,10,18,0,0,0,55,13,0,0,0,0,0,0,0,0,123,13
,uncultured soil eukaryote,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Euglenozoa,4,8,6,4,3,0,0,2,1,0,0,0,0,0,1,0,6,5
,Euglenoida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spirocuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Euglenida,10,8,3,0,5,1,1,0,0,0,0,0,0,0,1,0,4,0
,Euglenales,0,8,17,0,0,1,5,0,0,0,0,0,0,0,4,0,5,0
,Euglenaceae,0,2,3,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0
,Euglena,0,12,6,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0
,Phacaceae,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Kinetoplastida,4,6,5,0,3,6,14,5,5,0,0,0,0,0,0,0,24,21
,Bodonidae,0,0,5,0,0,0,13,9,0,0,0,0,0,0,0,0,13,13
,Bodo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Bodo saltans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
,Neobodo,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,5,0
,Neobodo saliens,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0
,Trypanosomatidae,7,6,8,5,10,11,24,9,8,0,0,0,0,0,2,0,46,18
,Leishmaniinae,2,3,5,6,10,8,6,3,0,0,0,0,0,0,1,0,12,4
,Leishmania,8,4,1,5,7,6,3,1,0,0,0,0,0,0,4,0,11,12
,Leishmania <subgenus>,10,18,24,0,19,10,12,7,0,0,0,0,0,0,12,0,17,7
,Leishmania donovani species complex,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0
,Leishmania major species complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leishmania major,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,8,0
,Leishmania mexicana species complex,0,12,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Viannia,5,5,11,0,0,11,7,0,0,0,0,0,0,0,0,0,12,0
,Leishmania braziliensis species complex,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Leptomonas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Leptomonas pyrrhocoris,18,11,26,5,0,20,6,0,0,0,0,0,0,0,11,0,23,9
,Strigomonadinae,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0
,Strigomonas,0,5,6,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0
,Trypanosoma,15,18,23,7,11,20,18,10,0,0,0,0,0,0,11,0,32,11
,Duttonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trypanosoma vivax,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Herpetosoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trypanosoma rangeli,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Nannomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trypanosoma congolense,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Schizotrypanum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trypanosoma cruzi,0,6,0,0,0,10,9,0,0,0,0,0,0,0,6,0,0,0
,Trypanosoma with unspecified subgenus,2,10,12,0,7,1,1,3,0,0,0,0,0,0,6,0,6,2
,Trypanosoma conorhini,0,8,0,0,0,15,6,0,0,0,0,0,0,0,7,0,0,0
,Trypanosoma grayi,6,8,0,0,0,5,5,5,0,0,0,0,0,0,0,0,11,5
,Trypanosoma theileri,0,0,13,0,0,11,9,0,0,0,0,0,0,0,0,0,5,0
,Trypanozoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Trypanosoma brucei,0,10,10,0,0,11,6,0,0,0,0,0,0,0,0,0,5,0
,unclassified Trypanosomatidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trypanosomatidae sp. Ch6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,Fornicata,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0
,Diplomonadida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hexamitidae,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Giardiinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Giardia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Giardia intestinalis,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Glaucocystophyceae,0,0,3,0,0,9,1,0,0,0,0,0,0,0,0,0,2,0
,Cyanophoraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyanophora,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0
,Haptista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haptophyta,7,10,15,3,0,6,13,0,0,0,0,0,0,0,2,0,7,2
,Prymnesiophyceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Isochrysidales,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,2,5
,Noelaerhabdaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Emiliania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Emiliania huxleyi,65,76,62,13,41,84,47,0,0,0,0,0,0,0,34,0,38,0
,Phaeocystales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phaeocystaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phaeocystis,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Heterolobosea,0,7,5,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0
,Schizopyrenida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
,Tetramitia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eutetramitia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vahlkampfiidae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Naegleria,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Naegleria gruberi,0,10,28,0,0,24,8,0,0,0,0,0,0,0,5,0,6,0
,Jakobida,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,5,0
,Andalucina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andalucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andalucia godoyi,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Histionina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Histionidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Reclinomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Reclinomonas americana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Opisthokonta,221,337,496,103,129,611,353,148,21,0,0,1,1,0,185,14,396,73
,Choanoflagellata,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,1,0
,Craspedida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salpingoecidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monosiga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Monosiga brevicollis,12,24,19,0,5,26,15,0,0,0,0,0,0,0,7,0,10,0
,Salpingoeca,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salpingoeca rosetta,14,24,33,14,9,21,17,0,0,0,0,0,0,0,11,0,24,0
,Fungi,13,21,34,20,15,173,36,23,7,0,0,0,0,0,36,3,17,8
,Dikarya,47,45,50,16,20,70,27,12,2,0,0,0,0,0,18,4,27,8
,Ascomycota,2,1,10,5,3,10,4,0,1,0,0,0,0,0,3,1,7,3
,saccharomyceta,7,17,18,3,3,20,11,0,4,0,0,0,0,0,8,3,8,2
,Pezizomycotina,6,11,6,4,3,4,5,0,0,0,0,0,0,0,6,0,4,1
,leotiomyceta,47,55,72,23,30,114,58,31,13,0,0,0,0,0,27,14,31,11
,dothideomyceta,0,1,2,1,2,0,4,0,0,0,0,0,0,0,1,0,2,0
,Dothideomycetes,2,3,4,5,0,6,2,0,2,0,0,0,0,0,2,1,0,1
,Dothideomycetes incertae sedis,4,1,0,3,4,2,0,3,5,0,0,0,0,0,2,1,1,0
,Botryosphaeriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Botryosphaeriaceae,0,2,2,0,7,3,0,0,0,0,0,0,0,0,2,0,0,0
,Diplodia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diplodia corticola,13,20,14,0,8,21,5,0,0,0,0,0,0,0,15,0,6,0
,Coniosporium <Dothideomycetes incertae sedis>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coniosporium apollinis,5,13,18,0,8,31,0,0,0,0,0,0,0,0,15,0,5,0
,Monoblastiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monoblastiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anisomeridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anisomeridium polypori,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Venturiales,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Sympoventuriaceae,4,3,0,0,0,0,4,1,0,0,0,0,0,0,6,1,2,0
,Verruconis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Verruconis gallopava,0,20,5,5,0,19,12,6,0,0,0,0,0,0,0,11,10,0
,Venturiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Venturia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Venturia effusa,5,5,21,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
,Dothideomycetidae,3,4,0,6,4,2,1,3,0,0,0,0,0,0,0,7,0,7
,Capnodiales,2,3,5,5,3,2,6,6,0,0,0,0,0,0,3,0,3,0
,Mycosphaerellaceae,11,17,16,9,13,6,6,0,0,0,0,0,0,0,11,0,8,0
,Cercospora,3,9,13,0,5,4,5,0,0,0,0,0,0,0,6,0,0,0
,Cercospora beticola,0,0,7,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0
,Cercospora sojina,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudocercospora,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudocercospora fijiensis,5,7,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Ramularia,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ramularia collo-cygni,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0
,Sphaerulina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaerulina musiva,0,7,8,0,0,9,6,0,0,0,0,0,0,0,10,0,5,0
,Zymoseptoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zymoseptoria tritici,9,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
,Teratosphaeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baudoinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baudoinia panamericana,5,5,6,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0
,Dothideales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Saccotheciaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aureobasidium,5,9,13,0,6,8,5,0,0,0,0,0,0,0,7,0,6,0
,Aureobasidium namibiae,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aureobasidium pullulans,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0
,Pleosporomycetidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pleosporales,6,3,6,8,4,1,1,0,0,0,0,0,0,0,5,0,3,2
,Massarineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Didymosphaeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paraphaeosphaeria,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Paraphaeosphaeria sporulosa,0,5,15,5,0,11,7,0,0,0,0,0,0,0,0,0,0,0
,Pleosporineae,6,4,5,12,5,2,14,7,0,0,0,0,0,0,2,7,1,6
,Leptosphaeriaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptosphaeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptosphaeria maculans species complex,11,8,9,6,10,4,9,0,0,0,0,0,0,0,9,0,4,0
,Leptosphaeria biglobosa,8,31,39,0,0,20,13,0,0,0,0,0,0,0,0,0,12,0
,Leptosphaeria maculans,0,5,6,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0
