,,Depth (cm),,,,,,,,,,,,,
,Enterococcus gilvus,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterococcus hirae,0,0,0,0,0,0,9,0,0,0,0,0,0,5
,Enterococcus mundtii,12,10,0,0,0,0,6,0,0,0,0,0,0,0
,Enterococcus rotai,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterococcus silesiacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterococcus thailandicus,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Melissococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Melissococcus plutonius,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tetragenococcus,1,7,5,0,0,0,4,7,6,14,3,0,0,5
,Tetragenococcus halophilus,6,0,6,0,0,0,9,0,0,0,6,0,0,0
,Tetragenococcus koreensis,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tetragenococcus osmophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vagococcus,0,0,0,0,0,5,5,0,0,0,0,0,0,3
,Vagococcus penaei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vagococcus teuberi,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,Lactobacillaceae,0,4,4,5,4,7,0,6,5,5,1,1,0,1
,Lactobacillus,167,168,133,48,41,62,134,87,104,113,120,96,98,111
,Lactobacillus acetotolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus acidipiscis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus acidophilus,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Lactobacillus agilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus alimentarius,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus amylophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus amylovorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus animalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus apis,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Lactobacillus backii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus bombi,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Lactobacillus brevis,14,8,0,0,0,0,12,0,13,0,6,0,0,0
,Lactobacillus buchneri,6,0,0,0,0,0,10,0,0,0,0,0,0,0
,Lactobacillus casei group,10,4,3,0,0,0,1,0,6,12,2,0,5,11
,Lactobacillus casei,5,8,6,0,0,0,9,0,1,0,4,0,0,0
,Lactobacillus paracasei,0,0,0,0,0,0,6,0,0,0,6,0,0,0
,Lactobacillus coryniformis,9,9,9,0,0,0,0,0,0,0,6,0,0,0
,Lactobacillus crispatus,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Lactobacillus crustorum,0,0,0,0,0,0,10,0,0,0,7,0,0,0
,Lactobacillus curieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus curvatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus delbrueckii,22,17,10,0,0,0,23,0,11,7,13,7,5,8
,Lactobacillus dextrinicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus farciminis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus fermentum,15,7,9,0,0,0,0,0,5,0,0,0,0,0
,Lactobacillus gasseri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus ginsenosidimutans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus heilongjiangensis,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,Lactobacillus helsingborgensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus helveticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus hokkaidonensis,0,0,0,0,0,0,8,0,0,0,0,0,0,0
,Lactobacillus hordei,5,0,6,0,0,0,5,0,0,0,0,0,0,0
,Lactobacillus jensenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus johnsonii,0,5,0,0,0,0,6,0,0,0,0,0,0,0
,Lactobacillus kefiranofaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus koreensis,8,0,0,0,0,0,5,0,0,5,7,0,0,0
,Lactobacillus kullabergensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus kunkeei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus lindneri,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus mucosae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus murinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus nagelii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus oligofermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus oris,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus paracollinoides,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Lactobacillus paraplantarum,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Lactobacillus pentosus,0,5,0,0,0,0,10,0,6,0,0,0,0,0
,Lactobacillus plantarum,0,6,0,6,0,0,6,0,7,0,8,0,6,7
,Lactobacillus rennini,0,5,0,0,0,0,0,0,0,0,0,0,0,5
,Lactobacillus reuteri,11,6,0,0,0,0,10,5,5,0,6,0,0,10
,Lactobacillus rhamnosus,5,8,0,0,0,0,8,0,0,0,12,0,0,0
,Lactobacillus ruminis,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus sakei,0,0,0,0,0,0,0,0,5,0,5,0,0,0
,Lactobacillus salivarius,0,0,0,5,0,0,0,0,7,0,7,0,0,0
,Lactobacillus zymae,7,7,0,0,0,0,13,0,0,0,0,0,0,0
,unclassified Lactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus sp.,5,26,31,0,61,0,0,5,30,19,14,39,50,16
,Pediococcus,13,4,10,0,0,0,10,0,6,0,7,8,12,12
,Pediococcus acidilactici group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pediococcus acidilactici,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Pediococcus claussenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pediococcus damnosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pediococcus inopinatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pediococcus pentosaceus,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Leuconostocaceae,8,6,3,2,12,14,2,9,2,5,5,2,6,5
,Leuconostoc,11,15,14,6,0,0,18,8,20,12,15,12,9,7
,Leuconostoc carnosum,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Leuconostoc citreum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leuconostoc gelidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leuconostoc mesenteroides,11,0,0,0,0,0,9,0,0,0,0,0,0,0
,Leuconostoc suionicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oenococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oenococcus oeni,0,0,0,0,0,0,0,0,8,0,0,0,0,0
,Weissella,18,13,5,7,0,0,15,7,18,15,7,11,5,13
,Weissella cibaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella confusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella hellenica,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella koreensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella paramesenteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella soli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella thailandensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcaceae,2,2,3,1,1,0,2,5,4,3,1,2,1,1
,Lactococcus,13,9,3,1,0,0,8,6,3,7,6,5,13,8
,Lactococcus garvieae,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Lactococcus lactis,10,13,9,8,0,7,17,0,18,15,6,0,0,7
,Lactococcus piscium,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,Lactococcus raffinolactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus,138,126,101,28,45,50,100,109,200,127,76,103,110,131
,Streptococcus agalactiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus anginosus group,0,0,0,0,0,0,3,0,2,0,5,0,0,0
,Streptococcus anginosus,0,0,0,0,0,0,5,0,5,0,0,0,0,0
,Streptococcus constellatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus intermedius,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus australis,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Streptococcus canis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus cristatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus dysgalactiae group,3,3,1,0,0,0,3,0,0,0,3,5,6,0
,Streptococcus dysgalactiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus equi,5,5,6,0,0,0,10,0,0,0,13,0,0,5
,Streptococcus equinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus ferus,0,0,0,0,0,0,12,0,0,0,8,0,0,5
,Streptococcus gallolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus gordonii,9,10,5,0,0,0,13,0,8,0,8,7,0,0
,Streptococcus gwangjuense,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus merionis,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,Streptococcus milleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus mitis,0,0,0,0,0,0,0,0,8,0,0,0,0,0
,Streptococcus mutans,7,0,0,0,0,0,5,0,0,0,0,0,0,0
,Streptococcus oralis,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Streptococcus parasanguinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus parauberis,8,0,0,0,0,0,7,0,0,0,0,0,0,0
,Streptococcus pluranimalium,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus pneumoniae,0,5,5,0,0,0,10,5,7,0,7,0,9,8
,Streptococcus porcinus,6,0,0,0,0,0,0,0,0,0,6,0,0,0
,Streptococcus pseudopneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus pseudoporcinus,0,0,0,0,0,0,7,0,0,0,8,0,0,0
,Streptococcus pyogenes,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus salivarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus sanguinis,15,8,5,0,0,0,8,0,19,0,12,8,0,6
,Streptococcus sobrinus,5,0,0,0,0,0,9,0,0,0,5,0,0,0
,Streptococcus suis,16,19,7,0,0,0,18,0,14,0,11,5,9,5
,Streptococcus thermophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus troglodytae,0,5,0,0,0,0,5,0,0,0,6,0,0,0
,Streptococcus uberis,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus urinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus vestibularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Streptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus sp. I-G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus sp. oral taxon 064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus sp. oral taxon 431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus sp. VT 162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridia,114,117,62,24,20,28,100,28,56,32,60,27,48,60
,Clostridiales,152,150,106,39,65,89,153,68,179,130,115,90,93,131
,Christensenellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christensenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christensenella minuta,28,15,9,6,0,0,20,0,15,0,15,0,7,10
,Clostridiaceae,6,12,19,8,9,14,4,19,15,10,1,21,13,6
,Alkaliphilus,4,0,0,8,0,0,0,0,9,2,0,1,4,4
,Alkaliphilus metalliredigens,25,18,9,0,0,6,21,0,6,0,12,0,7,12
,Alkaliphilus oremlandii,5,12,8,0,0,0,9,0,0,8,6,5,5,0
,Candidatus Arthromitus,5,14,0,0,0,0,9,0,8,6,6,0,0,11
,unclassified Candidatus Arthromitus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Arthromitus sp. SFB-rat-Yit,0,0,0,0,0,0,6,0,0,0,0,0,0,6
,Clostridium,168,213,151,92,109,167,130,139,294,213,105,195,225,241
,Clostridium aceticum,12,18,7,0,0,11,8,0,9,6,9,0,0,0
,Clostridium acetobutylicum,0,28,0,0,0,0,5,0,7,7,0,6,7,19
,Clostridium argentinense,21,19,0,0,0,0,10,0,14,15,7,0,6,16
,Clostridium autoethanogenum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridium baratii,17,11,8,14,0,10,14,5,15,15,17,0,16,10
,Clostridium beijerinckii,40,52,40,18,10,66,17,39,106,75,12,36,46,40
,Clostridium bornimense,10,8,8,5,0,10,5,0,0,0,0,7,0,0
,Clostridium botulinum,41,60,45,25,15,32,55,32,78,47,48,36,44,47
,Clostridium butyricum,14,31,7,7,0,0,6,7,25,6,0,7,6,20
,Clostridium carboxidivorans,6,5,7,5,0,5,0,5,13,7,8,6,7,5
,Clostridium cellulovorans,9,14,0,0,0,0,13,6,7,15,0,0,6,18
,Clostridium chauvoei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridium cochlearium,5,13,5,0,0,0,13,0,0,0,8,0,0,0
,Clostridium drakei,0,0,0,8,0,0,6,0,5,6,0,0,0,0
,Clostridium estertheticum,15,19,17,15,0,14,15,22,51,14,9,17,15,30
,Clostridium formicaceticum,14,16,9,8,0,0,27,0,11,0,14,0,0,9
,Clostridium isatidis,23,5,5,0,6,0,6,5,14,0,0,0,6,0
,Clostridium kluyveri,19,15,14,8,0,0,18,5,8,20,17,0,7,17
,Clostridium ljungdahlii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridium novyi,5,30,15,5,5,5,10,6,18,8,8,5,5,6
,Clostridium pasteurianum,22,28,25,24,0,14,31,18,36,33,23,25,35,26
,Clostridium perfringens,35,34,29,12,5,7,30,13,22,26,21,13,23,28
,Clostridium saccharobutylicum,11,15,7,6,0,9,5,13,24,20,0,9,0,5
,Clostridium saccharoperbutylacetonicum,12,28,13,12,0,21,24,14,49,38,8,20,33,22
,Clostridium scatologenes,5,5,0,0,0,0,5,0,0,0,0,0,0,0
,Clostridium septicum,5,7,6,5,0,5,13,0,0,0,6,0,0,0
,Clostridium sporogenes,0,0,0,0,0,0,6,0,0,0,0,7,0,0
,Clostridium taeniosporum,0,7,6,0,0,0,6,9,9,5,0,0,0,0
,Clostridium tetani,0,15,5,0,0,7,0,6,14,6,12,7,0,13
,Clostridium tyrobutyricum,12,28,7,8,0,5,10,0,5,7,6,0,5,0
,"environmental samples <firmicutes,genus Clostridium>",0,0,0,0,0,0,5,0,0,0,0,0,0,0
,uncultured Clostridium sp.,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,unclassified Clostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridium sp. BNL1100,5,11,11,0,0,6,20,6,11,14,9,6,19,14
,Clostridium sp. SY8519,21,20,7,8,0,0,27,0,0,6,35,6,0,7
,Geosporobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Geosporobacter ferrireducens,42,19,11,0,0,0,22,0,5,22,13,0,5,18
,Hathewaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hathewaya histolytica,0,0,9,0,0,0,7,0,11,0,0,5,0,0
,Hungatella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hungatella hathewayi,24,18,6,0,0,5,15,0,7,5,13,0,6,14
,Clostridiales incertae sedis,0,0,5,4,5,5,0,9,3,8,2,9,15,9
,Clostridiales Family XII. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fusibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridiales Family XIII. Incertae Sedis,17,9,5,0,5,0,4,0,6,0,7,0,0,12
,[Eubacterium] minutum,6,0,0,0,0,0,12,0,0,0,0,0,0,7
,[Eubacterium] sulci,0,5,0,0,0,0,0,0,10,0,0,0,0,0
,Mogibacterium,0,5,0,0,0,0,6,0,0,0,0,0,0,0
,Mogibacterium diversum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mogibacterium pumilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridiales Family XVI. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carboxydocella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carboxydocella thermautotrophica,52,48,21,16,8,8,80,11,23,29,44,11,12,24
,Clostridiales Family XVII. Incertae Sedis,0,0,2,0,0,4,1,0,0,0,0,4,0,0
,Sulfobacillus,3,7,5,8,1,0,5,10,5,5,0,0,12,6
,Sulfobacillus acidophilus,9,23,0,0,6,0,16,0,6,11,12,0,0,7
,Sulfobacillus thermotolerans,14,6,6,0,0,0,12,7,5,5,9,0,0,5
,Thermaerobacter,0,0,1,0,1,0,0,0,0,0,0,0,0,1
,Thermaerobacter marianensis,147,173,93,40,51,24,193,45,107,107,147,46,75,87
,Intestinimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Intestinimonas butyriciproducens,58,41,25,11,6,0,63,0,32,23,54,15,12,27
,"environmental samples <firmicutes,order Clostridiales>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Clostridiales bacterium,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Eubacteriaceae,0,1,6,3,3,0,1,0,1,4,1,5,4,4
,Acetobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acetobacterium woodii,16,15,0,0,0,0,11,7,11,5,15,0,0,5
,Eubacterium,15,24,20,17,6,1,24,10,35,16,29,24,21,20
,Eubacterium callanderi,5,10,0,0,0,0,6,0,0,0,0,0,0,0
,Eubacterium limosum,30,42,20,6,0,8,40,5,7,20,14,5,13,18
,Gracilibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <firmicutes,family Gracilibacteraceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Gracilibacteraceae bacterium,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Heliobacteriaceae,2,0,1,2,4,0,0,2,1,5,0,3,0,4
,Heliobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Heliobacillus mobilis,9,5,0,0,0,0,15,0,5,0,5,0,0,5
,Heliobacterium,0,0,0,0,0,0,0,0,1,0,0,1,0,0
,Heliobacterium modesticaldum,88,75,38,13,19,17,77,21,46,34,59,22,33,34
,Hungateiclostridiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fastidiosipila,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Fastidiosipila sanguinis,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Hungateiclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hungateiclostridium clariflavum,15,24,12,9,7,16,32,11,22,27,15,13,14,14
,Hungateiclostridium thermocellum,31,25,14,6,8,0,24,6,17,19,15,0,8,12
,Mageeibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mageeibacillus indolicus,0,8,10,0,0,0,13,0,6,5,13,0,7,0
,Pseudoclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudoclostridium thermosuccinogenes,40,27,11,16,0,21,22,0,32,15,15,10,6,21
,Ruminiclostridium,17,8,26,14,19,22,3,22,19,25,1,13,20,14
,Ruminiclostridium cellulolyticum,12,8,12,8,0,0,21,0,20,11,7,0,5,6
,Thermoclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermoclostridium stercorarium,20,28,0,0,0,7,23,0,12,14,12,0,6,13
,Lachnospiraceae,27,17,20,14,12,18,11,24,36,30,12,28,35,36
,Anaerobutyricum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anaerobutyricum hallii,11,34,6,0,0,0,13,0,0,0,0,0,0,7
,Anaerostipes,4,6,0,1,0,0,4,0,6,5,3,0,0,9
,Anaerostipes hadrus,7,21,7,0,0,0,10,0,0,5,6,0,0,0
,Anaerostipes rhamnosivorans,12,0,0,5,0,0,0,0,0,5,0,0,0,5
,Anaerotignum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anaerotignum propionicum,12,14,0,5,0,6,0,0,0,0,7,0,0,5
,Blautia,11,12,10,9,7,12,0,19,17,7,2,22,10,15
,Blautia coccoides,11,10,13,0,7,0,13,0,10,9,12,0,6,7
,Blautia hansenii,0,9,8,8,0,0,15,0,7,0,8,0,0,5
,Blautia obeum,14,15,5,0,0,0,15,0,0,5,5,0,6,0
,Blautia producta,15,27,7,0,0,0,12,0,7,7,9,0,0,14
,Butyrivibrio,9,9,9,0,0,0,1,0,0,12,4,0,0,0
,Butyrivibrio hungatei,6,9,0,0,0,0,11,0,0,0,0,0,0,0
,Butyrivibrio proteoclasticus,5,0,0,0,0,0,9,0,0,0,10,0,0,0
,Cellulosilyticum,0,5,0,0,0,0,0,0,5,0,0,0,0,0
,Cellulosilyticum lentocellum,14,0,8,0,0,0,5,0,0,0,7,0,0,0
,Coprococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Coprococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coprococcus sp. ART55/1,0,8,11,0,0,0,9,0,0,0,0,0,0,0
,Enterocloster,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterocloster bolteae,22,23,9,0,0,5,27,0,12,16,26,0,17,13
,"environmental samples <firmicutes,family Lachnospiraceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Lachnospiraceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lachnoanaerobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lachnoanaerobaculum umeaense,0,5,6,0,0,0,7,0,5,0,5,0,0,0
,Lachnoclostridium,9,8,11,17,6,13,1,14,21,14,2,27,12,14
,[Clostridium] scindens,19,12,14,5,5,0,26,0,7,5,18,0,5,6
,Lachnoclostridium phytofermentans,15,0,5,0,6,8,14,11,14,16,9,0,5,0
,Lachnospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lachnospira eligens,0,0,5,0,0,0,7,0,0,0,7,0,0,0
,Lacrimispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lacrimispora saccharolytica,26,23,7,0,0,0,14,0,7,7,15,5,6,16
,Lacrimispora sphenoides,17,6,6,0,0,0,21,0,0,7,9,0,6,0
,Mediterraneibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[Ruminococcus] torques,7,22,5,0,0,5,17,0,5,5,17,0,0,5
,Roseburia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Roseburia intestinalis,7,20,0,0,0,0,9,0,0,0,0,0,0,8
,Tyzzerella,0,1,5,0,0,0,0,0,0,0,0,0,0,0
,unclassified Lachnospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[Eubacterium] rectale,14,8,5,5,0,0,17,0,0,0,9,0,8,7
,Lachnospiraceae bacterium oral taxon 500,17,20,0,0,0,0,10,0,19,5,5,0,6,5
,Oscillospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oscillibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oscillibacter valericigenes,37,28,14,9,0,0,38,6,11,10,28,15,0,12
,Peptococcaceae,30,37,19,16,25,17,16,21,7,16,10,14,14,36
,Candidatus Desulforudis,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Candidatus Desulforudis audaxviator,74,81,49,17,19,9,101,25,46,41,76,24,34,56
,Dehalobacter,31,18,18,0,0,5,38,3,11,13,21,0,15,20
,Dehalobacter restrictus,12,17,0,0,0,0,11,5,9,0,6,0,0,0
,Dehalobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dehalobacterium formicoaceticum,25,32,11,0,0,0,23,0,11,10,23,5,8,5
,Desulfallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Desulfallas gibsoniae,242,203,102,29,11,13,246,26,43,50,132,31,68,86
,Desulfitobacterium,22,15,8,13,7,12,6,16,18,21,12,13,18,14
,Desulfitobacterium dehalogenans,33,24,10,0,0,0,24,6,0,0,21,0,5,0
,Desulfitobacterium dichloroeliminans,32,7,9,0,0,0,20,0,6,0,15,0,0,10
,Desulfitobacterium hafniense,38,33,22,6,0,0,56,0,17,14,24,5,22,18
,Desulfitobacterium metallireducens,5,6,5,0,0,0,21,0,0,7,12,7,0,13
,Desulfofarcimen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Desulfofarcimen acetoxidans,45,40,17,0,0,0,39,7,15,5,20,7,7,14
,Desulfofundulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Desulfofundulus kuznetsovii,106,90,59,16,16,14,128,7,33,30,84,20,52,50
,Desulfosporosinus,7,8,1,5,4,4,6,3,9,11,4,8,10,13
,Desulfosporosinus acidiphilus,17,14,8,0,0,5,24,6,10,0,10,0,8,11
,Desulfosporosinus meridiei,13,10,8,0,6,0,32,8,5,15,12,5,8,32
,Desulfosporosinus orientis,38,35,13,0,0,5,35,26,6,5,16,15,10,77
,Desulfotomaculum,22,20,16,8,18,13,18,13,6,12,9,19,25,15
,Desulfotomaculum nigrificans,35,35,11,10,0,0,30,5,15,18,23,0,7,15
,Desulfotomaculum reducens,15,12,7,5,0,0,24,0,5,0,9,0,0,0
,Desulfotomaculum ruminis,38,33,20,6,0,0,83,5,19,22,57,7,14,21
,"environmental samples <firmicutes,genus Desulfotomaculum>",5,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Desulfotomaculum sp.,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Pelotomaculum,2,3,0,0,0,0,0,0,0,0,0,0,2,0
,"environmental samples <firmicutes,genus Pelotomaculum>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Pelotomaculum sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pelotomaculum thermopropionicum,96,75,40,17,8,11,92,7,19,33,65,24,15,31
,Peptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Peptococcus niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophobotulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophobotulus glycolicus,23,13,8,0,0,0,31,0,7,0,25,0,6,5
,Thermincola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermincola potens,33,51,10,0,0,0,26,0,17,11,24,0,5,25
,Peptostreptococcaceae,9,11,11,3,2,12,6,8,18,5,11,21,5,10
,Acetoanaerobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acetoanaerobium sticklandii,0,5,10,0,0,5,14,0,7,6,6,0,0,5
,Clostridioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridioides difficile,40,49,26,13,5,12,32,18,48,20,22,28,20,18
,Filifactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
