,,Depth (cm),,,,,,,,,,,,,
,Euzebya sp. DY32-46,59,144,121,45,157,23,14,60,70,50,5,0,17,21
,Rubrobacteria,4,14,7,3,20,7,4,34,42,27,3,0,12,18
,"environmental samples <actinobacteria,class Rubrobacteria>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Rubrobacteria bacterium,0,0,0,0,0,0,0,8,0,0,0,0,0,0
,Rubrobacterales,0,0,0,0,0,0,0,0,0,2,1,0,0,0
,Baekduiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baekduia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baekduia soli,61,121,122,58,196,41,27,125,128,82,10,0,44,49
,Rubrobacteraceae,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Rubrobacter,4,14,15,4,21,4,2,2,3,5,2,0,0,4
,Rubrobacter radiotolerans,25,67,41,21,75,27,16,45,56,31,0,0,7,15
,Rubrobacter xylanophilus,63,184,129,64,231,71,53,166,147,134,25,0,30,32
,Thermoleophilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Solirubrobacterales,2,0,0,0,2,1,0,4,3,4,0,0,2,2
,Conexibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Conexibacter,1,1,0,0,1,0,0,0,1,0,1,0,0,0
,Conexibacter woesei,69,138,128,53,203,39,13,118,93,94,18,0,50,49
,Armatimonadetes,1,4,3,0,1,1,0,3,3,3,6,0,3,2
,Chthonomonadetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chthonomonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chthonomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chthonomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chthonomonas calidirosea,26,45,39,13,47,25,8,53,40,40,7,0,17,40
,"environmental samples <bacteria,phylum Armatimonadetes>",0,0,0,0,0,0,0,0,1,0,0,0,0,0
,uncultured Armatimonadetes bacterium,0,0,0,0,0,0,0,0,8,6,0,0,0,0
,Fimbriimonadia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fimbriimonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fimbriimonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fimbriimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fimbriimonas ginsengisoli,33,73,75,29,73,26,15,55,74,47,0,0,14,13
,Chloroflexi,56,121,109,50,188,124,81,218,283,304,46,0,43,76
,Anaerolineae,3,3,3,0,4,0,1,0,1,2,0,0,0,0
,Anaerolineales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anaerolineaceae,12,5,11,5,8,2,1,0,4,8,2,0,3,5
,Anaerolinea,0,1,2,1,2,0,0,0,2,0,0,0,0,0
,Anaerolinea thermophila,69,137,148,65,191,93,36,106,153,119,11,0,32,42
,"environmental samples <GNS bacteria,family Anaerolineaceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Anaerolineaceae bacterium,0,5,8,0,5,0,0,8,7,15,5,0,0,0
,Pelolinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pelolinea submarina,79,152,150,62,198,75,22,96,195,131,13,0,28,34
,Caldilineae,0,0,0,0,1,0,0,0,0,1,0,0,0,1
,Caldilineales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Caldilineaceae,4,4,4,1,8,4,4,4,5,2,0,0,1,0
,Caldilinea,0,0,0,0,0,0,0,2,0,1,0,0,0,1
,Caldilinea aerophila,84,191,161,67,208,109,42,170,209,153,11,0,37,49
,Chloroflexia,0,0,0,0,1,1,0,0,0,0,2,0,0,0
,Chloroflexales,1,4,4,1,9,4,5,16,18,29,4,0,2,5
,Chloroflexineae,0,0,1,0,1,0,0,1,0,1,0,0,0,1
,Chloroflexaceae,1,0,0,0,1,3,0,1,1,0,0,0,0,0
,Chloroflexus,27,77,61,26,60,16,18,51,82,68,8,0,9,11
,Chloroflexus aggregans,16,53,44,20,57,28,13,38,48,27,0,0,19,28
,Roseiflexineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Roseiflexaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Roseiflexus,11,12,12,5,9,7,4,10,6,5,0,0,3,2
,Roseiflexus castenholzii,63,109,115,45,113,41,25,72,109,79,9,0,19,20
,unclassified Roseiflexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Roseiflexus sp. RS-1,54,98,110,43,109,40,19,87,147,88,8,0,15,33
,Herpetosiphonales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Herpetosiphonaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Herpetosiphon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Herpetosiphon aurantiacus,34,72,71,37,70,19,11,29,32,23,0,0,11,15
,Dehalococcoidia,7,8,20,10,86,104,98,183,175,135,24,0,35,52
,Dehalococcoidales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dehalococcoidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dehalococcoides,8,33,36,13,102,148,110,237,269,234,40,0,60,87
,Dehalococcoides mccartyi,50,129,135,60,532,653,475,1095,1199,1173,207,0,220,357
,"environmental samples <GNS bacteria,genus Dehalococcoides>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Dehalococcoides sp.,0,0,0,0,6,6,7,19,6,9,0,0,0,5
,unclassified Dehalococcoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dehalococcoides sp. UCH007,0,0,0,0,12,17,8,35,17,15,0,0,0,13
,Dehalogenimonas,0,0,1,1,4,1,0,0,0,2,3,0,1,0
,Dehalogenimonas lykanthroporepellens,40,110,112,53,351,367,242,514,562,450,78,0,108,171
,"environmental samples <GNS bacteria,genus Dehalogenimonas>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Dehalogenimonas sp.,0,0,0,0,0,0,0,10,7,5,0,0,0,0
,"environmental samples <GNS bacteria,class Dehalococcoidia>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Dehalococcoidia bacterium,0,0,0,0,6,20,10,61,83,119,15,0,6,17
,"environmental samples <GNS bacteria,phylum Chloroflexi>",2,14,12,6,17,26,13,28,36,19,3,0,2,11
,uncultured Chloroflexi bacterium,91,209,243,89,434,365,198,659,844,803,126,0,96,166
,uncultured Chloroflexi bacterium HF0200_09I09,0,0,0,0,11,6,0,0,0,0,0,0,0,0
,Thermomicrobia,0,2,3,2,11,6,1,13,9,4,4,0,1,1
,"environmental samples <GNS bacteria,class Thermomicrobia>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Thermomicrobia bacterium,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Sphaerobacteridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaerobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaerobacterineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaerobacteraceae,1,2,1,0,3,1,0,1,0,1,0,0,0,0
,Sphaerobacter,1,0,0,1,0,0,0,1,3,2,0,0,1,2
,Sphaerobacter thermophilus,57,139,139,73,274,128,91,308,404,265,31,0,53,56
,Thermomicrobiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermomicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermomicrobium,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Thermomicrobium roseum,27,68,68,22,95,48,17,70,115,78,8,0,15,23
,unclassified Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Chloroflexi (miscellaneous),0,0,0,0,0,0,0,0,1,1,0,0,0,0
,Chloroflexi bacterium NonCcarNonPione18,0,0,0,0,5,0,0,9,6,15,0,0,0,0
,Cyanobacteria/Melainabacteria group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyanobacteria,119,244,212,87,128,57,26,84,113,114,27,0,29,44
,Chroococcidiopsidales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chroococcidiopsidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chroococcidiopsis,0,0,1,0,2,0,0,2,0,1,0,0,1,0
,Chroococcidiopsis thermalis,26,48,42,20,59,43,13,40,26,20,0,0,10,22
,"environmental samples <cyanobacteria,phylum Cyanobacteria>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured cyanobacterium,0,9,8,0,0,0,0,7,0,10,0,0,0,0
,Gloeobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gloeobacterales,1,4,0,0,0,0,0,0,0,1,0,0,3,2
,Gloeobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gloeobacter,1,7,3,2,5,0,1,8,3,2,11,0,1,0
,Gloeobacter kilaueensis,27,84,53,28,85,32,18,59,54,46,0,0,11,15
,Gloeobacter violaceus,50,105,77,27,104,23,14,71,64,48,0,0,7,15
,Gloeoemargaritales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gloeomargaritaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gloeomargarita,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gloeomargarita lithophora,10,14,26,11,24,12,6,14,17,13,0,0,0,0
,Nostocales,48,109,101,35,59,16,15,35,40,33,8,0,8,22
,Aphanizomenonaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anabaenopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anabaenopsis circularis,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Nodularia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nodularia spumigena,6,15,25,13,22,15,0,19,13,15,0,0,6,9
,Nostocaceae,35,78,63,26,47,33,30,68,81,75,17,0,13,29
,Anabaena,20,11,3,3,5,17,3,3,6,13,4,0,6,3
,Anabaena cylindrica,0,35,27,16,21,8,14,36,79,63,0,0,5,9
,unclassified Anabaena,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anabaena sp. 90,0,28,24,10,26,6,8,19,33,29,6,0,8,13
,Cylindrospermum,5,2,0,0,1,0,0,0,1,0,0,0,0,0
,Cylindrospermum stagnale,0,17,19,5,32,8,0,14,11,10,0,0,6,0
,Nostoc,55,58,49,22,44,60,30,33,53,44,23,0,20,21
,Nostoc commune,5,23,20,11,20,0,0,16,20,17,0,0,8,17
,Nostoc linckia,17,48,37,27,31,13,0,11,16,24,6,0,0,13
,Nostoc piscinale,7,22,19,8,22,8,7,10,15,11,0,0,9,11
,Nostoc punctiforme,6,39,31,10,9,0,0,12,7,6,0,0,7,6
,Nostoc sphaeroides,11,21,13,6,7,6,0,8,0,0,0,0,0,0
,unclassified Nostoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',6,14,18,12,17,0,0,11,10,8,0,0,5,12
,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,0,11,17,9,16,0,8,16,23,19,0,0,0,27
,Nostoc sp. ATCC 53789,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Nostoc sp. HK-01,0,0,5,0,7,0,0,0,0,7,0,0,0,0
,Nostoc sp. PCC 7107,0,0,5,5,7,0,0,5,0,0,0,0,0,0
,Nostoc sp. PCC 7120,0,11,10,0,10,0,0,0,8,8,5,0,0,0
,Nostoc sp. PCC 7524,0,19,8,10,18,0,6,21,19,23,0,0,5,0
,Trichormus,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Trichormus azollae,0,19,6,5,9,0,0,7,9,12,5,0,0,8
,Trichormus variabilis,0,14,15,6,6,0,0,10,5,0,0,0,0,11
,Rivulariaceae,0,4,1,2,0,4,0,0,0,0,0,0,0,0
,Calothrix,12,5,3,1,12,9,0,0,0,3,5,0,3,0
,Calothrix parietina,0,13,9,8,0,0,5,10,38,20,0,0,9,9
,unclassified Calothrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Calothrix sp. 336/3,0,32,18,6,7,7,5,23,18,26,0,0,10,10
,Calothrix sp. PCC 7507,6,22,25,11,26,14,5,11,41,25,6,0,0,11
,Rivularia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Rivularia sp. PCC 7116,16,26,30,13,26,8,5,26,45,37,6,0,10,14
,Oscillatoriophycideae,23,31,45,22,27,13,4,18,23,21,2,0,12,15
,Chroococcales,28,46,41,7,31,24,18,19,45,39,35,0,7,6
,Aphanothecaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Atelocyanobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Atelocyanobacterium thalassa,0,0,7,0,34,14,0,0,0,13,0,0,0,0
,Crocosphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Crocosphaera subtropica,13,24,38,10,15,0,0,8,17,7,0,0,0,0
,Gloeothece,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gloeothece citriformis,5,16,8,11,8,5,5,8,23,12,0,0,0,9
,Gloeothece verrucosa,14,15,25,0,14,0,0,10,0,6,0,0,0,5
,Halothece cluster,5,0,5,3,8,5,2,0,11,8,0,0,7,4
,Euhalothece,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Euhalothece natronophila,0,12,7,6,8,12,6,8,0,6,0,0,0,0
,Halothece,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Halothece,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halothece sp. PCC 7418,5,13,20,0,12,0,0,6,13,0,0,0,0,5
,Chroococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gloeocapsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Gloeocapsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gloeocapsa sp. PCC 7428,5,22,5,5,17,7,0,5,16,11,0,0,5,6
,Cyanobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyanobacterium,1,3,4,1,5,1,3,6,0,0,0,0,5,0
,Cyanobacterium aponinum,151,289,221,107,63,5,5,0,6,9,0,0,0,13
,Cyanobacterium stanieri,10,21,8,5,8,0,0,9,6,5,0,0,0,6
,Microcystaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microcystis,11,27,16,13,33,15,7,17,17,21,0,0,11,13
,Microcystis aeruginosa,12,13,18,9,9,10,6,9,9,11,0,0,0,9
,Oscillatoriales,20,21,15,11,23,8,9,7,14,17,20,0,11,4
,Coleofasciculaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Geitlerinema,4,2,1,0,1,0,0,0,1,0,0,0,0,1
,unclassified Geitlerinema,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Geitlerinema sp. PCC 7407,19,39,59,20,64,23,11,34,47,33,5,0,8,19
,Cyanothecaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyanothece,12,31,15,6,15,20,11,7,20,12,9,0,11,11
,unclassified Cyanothece,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyanothece sp. PCC 7425,12,22,37,12,29,15,11,14,10,20,0,0,7,10
,Gomontiellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Crinalium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Crinalium epipsammum,0,15,15,8,13,5,5,12,15,12,0,0,0,8
,Microcoleaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arthrospira,0,1,1,0,5,0,0,1,0,0,0,0,0,1
,Limnospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Limnospira indica,8,18,19,10,18,5,0,7,8,7,0,0,0,5
,Microcoleus,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,unclassified Microcoleus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microcoleus sp. PCC 7113,16,39,39,12,32,13,10,33,47,49,0,0,12,5
,Planktothrix,5,1,2,0,2,0,0,0,2,1,0,0,0,1
,Planktothrix agardhii,0,19,20,0,11,11,0,8,19,9,0,0,8,10
,Trichodesmium,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Trichodesmium erythraeum,0,7,6,0,0,0,0,7,17,18,0,0,0,8
,Oscillatoriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Moorea,0,0,0,0,1,0,1,0,0,0,0,0,0,0
,Moorea producens,38,96,62,30,84,29,19,51,62,61,9,0,9,26
,Oscillatoria,1,1,2,1,0,8,1,0,2,4,4,0,2,0
,Oscillatoria acuminata,25,35,34,13,27,7,14,29,49,28,7,0,0,12
,Oscillatoria nigro-viridis,24,54,48,21,40,15,11,31,26,14,0,0,8,20
,Pleurocapsales,7,8,2,0,1,8,0,2,2,7,8,0,2,0
,Dermocarpellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stanieria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stanieria cyanosphaera,0,7,10,5,18,6,7,6,8,7,0,0,0,11
,Hyellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pleurocapsa,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Pleurocapsa minor,9,37,23,11,25,0,7,10,25,17,0,0,5,8
,Synechococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acaryochloridaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acaryochloris,1,0,0,0,1,0,0,1,0,1,0,0,0,1
,Acaryochloris marina,37,65,49,22,20,5,11,22,13,14,0,0,8,10
,Chamaesiphonaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamaesiphon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamaesiphon minutus,28,75,66,20,42,22,15,13,10,12,0,0,8,16
,Leptolyngbyaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptolyngbya,9,6,3,1,7,11,8,0,3,9,7,0,6,4
,Leptolyngbya boryana,6,18,18,6,21,0,0,8,10,12,0,0,0,7
,Leptolyngbya sp. O-77,20,55,53,24,48,18,19,52,56,58,0,0,12,18
,Leptolyngbya sp. PCC 7376,6,16,12,8,9,0,0,9,8,0,0,0,0,0
,Merismopediaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Synechocystis,0,3,0,1,0,1,0,0,0,0,0,0,0,0
,unclassified Synechocystis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Synechocystis sp. PCC 6714,0,24,10,9,17,12,7,7,16,22,0,0,0,6
,Prochloraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prochlorococcus,4,8,10,2,9,7,7,12,8,14,2,0,7,10
,"environmental samples <cyanobacteria,genus Prochlorococcus>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Prochlorococcus sp.,0,5,0,0,7,11,0,0,6,0,0,0,0,9
,Prochlorococcus marinus,17,44,39,10,48,32,18,53,84,74,16,0,18,30
,Pseudanabaenaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudanabaena,6,1,1,0,6,10,4,2,0,8,0,0,5,0
,unclassified Pseudanabaena,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudanabaena sp. ABRG5-3,16,30,24,11,15,0,0,12,8,0,0,0,0,7
,Pseudanabaena sp. PCC 7367,6,25,16,12,30,6,5,13,7,9,0,0,0,6
,Synechococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyanobium,1,3,1,0,2,1,0,0,4,2,0,0,1,0
,Cyanobium gracile,44,87,69,41,93,24,0,69,88,65,0,0,10,16
,Dactylococcopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dactylococcopsis salina,18,32,32,10,16,6,0,5,6,0,0,0,0,6
,Synechococcus,105,156,181,77,174,110,61,96,146,120,41,0,47,36
,"environmental samples <cyanobacteria,genus Synechococcus>",0,0,6,0,0,0,0,0,0,0,0,0,0,0
,unclassified Synechococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Synechococcus sp. CB0101,25,45,40,9,46,10,0,54,54,49,8,0,14,12
,Synechococcus sp. CC9311,8,8,19,9,6,6,0,5,0,0,0,0,0,5
,Synechococcus sp. CC9605,0,23,17,0,9,0,0,11,14,11,0,0,0,8
,Synechococcus sp. CC9902,5,16,0,5,15,0,0,25,23,18,0,0,0,0
,Synechococcus sp. JA-2-3B'a(2-13),13,22,24,17,37,12,9,25,37,20,0,0,7,11
,Synechococcus sp. JA-3-3Ab,15,47,38,17,45,18,13,31,31,28,0,0,10,7
,Synechococcus sp. KORDI-100,14,28,17,9,11,0,0,13,13,7,0,0,0,5
,Synechococcus sp. KORDI-49,6,17,16,8,30,0,0,20,20,22,0,0,6,5
,Synechococcus sp. KORDI-52,8,22,23,11,25,5,0,15,11,5,0,0,0,8
,Synechococcus sp. PCC 6312,11,9,14,5,13,5,0,12,6,11,5,0,0,9
,Synechococcus sp. PCC 7003,8,16,14,0,6,5,9,10,14,13,0,0,5,0
,Synechococcus sp. PCC 7117,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Synechococcus sp. PCC 73109,0,5,0,0,0,0,0,5,12,5,0,0,0,0
,Synechococcus sp. PCC 7502,0,12,8,6,6,0,0,0,5,7,0,0,0,0
,Synechococcus sp. PCC 8807,0,6,0,0,0,0,0,0,6,0,0,0,0,0
,Synechococcus sp. RCC307,0,17,12,0,25,6,0,10,14,8,0,0,0,5
,Synechococcus sp. WH 7803,6,30,20,7,11,8,0,9,10,7,0,0,0,0
,Synechococcus sp. WH 8020,9,9,18,6,13,0,0,10,0,0,0,0,0,0
,Synechococcus sp. WH 8101,12,30,21,8,20,0,0,29,39,20,0,0,0,5
,Synechococcus sp. WH 8102,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Synechococcus sp. WH 8109,15,20,19,5,18,0,0,6,5,5,0,0,0,0
,Thermosynechococcus,14,8,13,5,4,5,3,2,6,11,2,0,1,11
,Thermosynechococcus elongatus,0,8,6,0,5,5,0,10,5,11,0,0,0,0
,unclassified Thermosynechococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermosynechococcus sp. NK55a,0,5,8,6,23,15,15,32,43,22,7,0,9,0
,unclassified Cyanobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Cyanobacteria (miscellaneous),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,cyanobacterium endosymbiont of Epithemia turgida,0,0,0,0,0,0,0,8,9,17,0,0,0,5
,Deinococcus-Thermus,1,1,1,1,3,0,0,0,0,1,1,0,1,1
,Deinococci,10,17,9,5,19,11,7,14,20,21,0,0,4,3
,Deinococcales,3,2,2,3,3,0,0,4,3,1,1,0,0,0
,Deinococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Deinococcus,42,76,62,25,64,57,21,81,91,73,42,0,29,18
,Deinococcus deserti,20,47,39,12,37,12,7,10,23,6,0,0,6,8
,Deinococcus ficus,29,45,51,20,56,14,5,51,37,23,0,0,9,8
,Deinococcus geothermalis,12,15,39,0,30,10,0,75,33,21,0,0,6,6
,Deinococcus gobiensis,22,49,45,18,56,12,16,34,42,30,0,0,7,11
,Deinococcus maricopensis,20,34,42,16,67,10,12,36,33,22,0,0,6,10
,Deinococcus metallilatus,15,47,47,23,53,20,5,36,19,31,0,0,6,10
,Deinococcus peraridilitoris,20,49,47,22,64,17,9,30,30,20,0,0,8,11
,Deinococcus proteolyticus,10,45,34,17,38,0,6,18,22,19,0,0,0,7
,Deinococcus puniceus,5,15,23,8,26,0,0,14,21,0,0,0,0,0
,Deinococcus radiodurans,8,34,27,15,35,11,0,18,26,16,0,0,0,7
,Deinococcus soli Cha et al. 2016,13,27,28,7,50,7,0,23,24,16,0,0,6,7
,Deinococcus swuensis,34,50,52,22,45,15,5,66,44,21,0,0,0,14
,Deinococcus wulumuqiensis,17,32,19,9,28,6,7,25,24,18,5,0,7,11
,Trueperaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Truepera,0,0,0,0,2,0,0,0,0,0,0,0,0,1
,Truepera radiovictrix,32,82,75,31,87,16,18,48,48,42,5,0,14,11
,Thermales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermaceae,10,15,21,12,34,17,12,38,42,22,15,0,8,10
,Marinithermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marinithermus hydrothermalis,30,56,66,15,91,22,12,40,40,26,0,0,5,10
,Meiothermus,10,19,20,4,31,10,7,13,22,20,12,0,9,3
,Meiothermus ruber,16,35,33,17,39,21,9,30,37,27,0,0,8,8
,Meiothermus silvanus,27,62,39,13,74,14,13,41,45,32,0,0,6,8
,Meiothermus taiwanensis,20,36,34,19,33,11,8,33,36,28,6,0,6,10
,Oceanithermus,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Oceanithermus profundus,54,111,112,60,158,31,25,99,102,66,8,0,14,19
,Thermus,56,116,115,59,194,71,36,221,162,119,35,0,34,33
,Thermus aquaticus,15,28,31,7,37,20,6,26,24,27,0,0,0,6
,Thermus brockianus,6,24,15,0,24,12,9,33,44,36,5,0,8,5
,Thermus oshimai,0,15,35,12,40,6,9,19,33,18,0,0,9,7
,Thermus parvatiensis,0,0,0,0,6,0,0,5,0,0,0,0,0,0
,Thermus scotoductus,23,41,45,15,41,18,12,234,22,26,0,0,9,11
,Thermus thermophilus,20,36,39,24,73,37,9,83,70,47,6,0,10,15
,unclassified Thermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermus sp. CCB_US3_UF1,10,21,20,15,39,16,13,27,31,23,0,0,10,8
,Firmicutes,149,252,291,98,320,186,128,294,463,486,107,0,202,432
,Bacilli,69,108,81,37,80,43,31,109,134,131,27,0,48,87
,Bacillales,65,133,141,53,151,96,39,159,189,214,56,0,92,151
,Alicyclobacillaceae,1,0,0,0,0,0,4,1,0,0,1,0,5,0
,Alicyclobacillus,5,5,7,3,6,3,3,3,6,4,3,0,1,5
,Alicyclobacillus acidocaldarius,37,76,79,29,90,25,16,56,66,51,5,0,12,18
,Kyrpidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kyrpidia tusciae,23,50,53,19,58,26,20,58,60,46,6,0,10,20
,Tumebacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tumebacillus algifaecis,18,41,37,17,35,16,0,28,36,19,0,0,0,14
,Bacillaceae,46,61,56,33,66,42,25,55,69,54,33,0,34,42
,Aeribacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aeribacillus pallidus,6,14,20,7,6,0,0,7,5,6,0,0,7,20
,Amphibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Amphibacillus xylanus,0,0,0,0,0,0,0,10,10,9,0,0,0,8
,Anoxybacillus,11,25,20,11,16,17,5,14,33,31,0,0,12,28
,Anoxybacillus amylolyticus,0,7,7,0,0,0,0,0,0,0,0,0,0,7
,Anoxybacillus flavithermus,0,7,0,0,6,0,0,0,0,0,0,0,5,0
,Bacillus,224,294,287,149,347,302,129,1056,846,1134,228,0,175,254
,[Brevibacterium] frigoritolerans,0,8,6,0,6,6,0,12,15,9,0,0,0,12
,Bacillus altitudinis complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacillus altitudinis,0,0,0,0,0,0,0,9,7,27,0,0,0,7
,Bacillus asahii,0,12,5,6,7,0,6,12,5,7,0,0,6,7
,Bacillus beveridgei,12,32,21,13,12,0,0,6,5,7,0,0,0,0
,Bacillus butanolivorans,0,18,15,9,45,53,22,35,35,47,10,0,11,16
,Bacillus cellulosilyticus,0,0,0,0,5,0,0,10,0,7,0,0,6,10
