,,Depth (cm),,,,,,,,,,,,,
,Staphylococcus cohnii,19,0,0,0,5,0,0,0,6,6,0,0,0,0
,Staphylococcus condimenti,22,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus delphini,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,Staphylococcus epidermidis,87,7,0,0,12,0,0,0,14,20,0,14,38,0
,Staphylococcus equorum,9,0,0,0,0,0,0,0,0,0,6,0,0,0
,Staphylococcus felis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus haemolyticus,6,0,0,0,0,0,11,0,0,0,0,0,16,0
,Staphylococcus hominis,24,0,0,0,0,0,0,0,0,6,5,0,14,0
,Staphylococcus hyicus,7,0,0,0,0,0,0,0,0,0,115,0,0,0
,Staphylococcus kloosii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus lugdunensis,8,0,0,0,5,0,6,0,6,0,0,0,0,0
,Staphylococcus lutrae,41,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus muscae,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus nepalensis,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus pasteuri,9,0,0,0,6,0,0,0,0,0,0,0,23,0
,Staphylococcus pettenkoferi,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus piscifermentans,17,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus pseudintermedius,10,0,0,0,0,0,0,0,0,0,0,5,0,0
,Staphylococcus saprophyticus,11,0,0,0,0,0,0,5,0,9,0,0,0,0
,Staphylococcus schleiferi,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus sciuri,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus simiae,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus simulans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus stepanovicii,14,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus succinus,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus warneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus xylosus,7,0,0,0,6,0,0,0,0,0,0,0,0,0
,unclassified Staphylococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus sp. CDC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermoactinomycetaceae,2,0,4,3,0,1,1,8,0,0,0,3,0,8
,Laceyella,0,0,5,0,0,0,0,0,0,0,7,0,0,0
,Laceyella sacchari,114,5,5,33,29,30,17,7,9,0,0,0,0,5
,Novibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Novibacillus thermophilus,88,20,14,38,26,27,18,27,16,5,0,6,0,9
,Thermoactinomyces,0,0,0,0,0,1,0,0,0,0,6,0,0,0
,Thermoactinomyces vulgaris,79,9,14,8,38,37,15,10,6,0,0,5,0,0
,Lactobacillales,84,6,19,32,39,28,32,40,33,13,5,17,17,27
,Aerococcaceae,0,0,0,0,1,0,2,1,0,0,17,0,0,0
,Aerococcus,5,7,0,10,22,15,14,24,11,0,0,7,0,11
,Aerococcus christensenii,14,0,0,0,0,0,0,0,0,0,6,0,0,0
,Aerococcus sanguinicola,19,0,0,0,0,6,0,0,0,0,0,0,0,0
,Aerococcus urinae,0,0,0,0,5,0,0,0,5,0,0,6,0,0
,Aerococcus urinaeequi,6,0,0,0,0,0,0,0,0,0,5,0,0,0
,Aerococcus urinaehominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aerococcus viridans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carnobacteriaceae,7,2,0,4,9,5,2,5,7,5,0,1,0,0
,Carnobacterium,13,4,5,5,7,11,16,15,5,9,2,5,0,6
,Carnobacterium divergens,16,8,0,0,0,0,0,0,0,0,3,0,0,0
,Carnobacterium inhibens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carnobacterium maltaromaticum,7,0,0,0,0,0,0,6,0,0,0,0,0,0
,unclassified Carnobacterium,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Carnobacterium sp. 17-4,20,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carnobacterium sp. CP1,14,0,0,0,0,0,6,0,0,0,0,0,0,0
,Dolosigranulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dolosigranulum pigrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Granulicatella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Granulicatella elegans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jeotgalibaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jeotgalibaca dankookensis,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Enterococcaceae,24,4,3,6,9,6,11,11,6,5,0,12,6,10
,Enterococcus,53,17,26,40,53,44,50,68,23,24,2,26,6,49
,Enterococcus avium,0,0,0,0,16,12,0,0,6,0,25,0,0,0
,Enterococcus casseliflavus,16,0,0,5,0,0,7,0,0,0,0,0,0,0
,Enterococcus cecorum,23,0,0,0,0,0,7,0,0,0,0,0,0,0
,Enterococcus durans,0,0,0,0,7,0,0,0,0,0,6,0,0,0
,Enterococcus faecalis,13,0,0,0,13,10,7,0,10,0,0,0,0,0
,Enterococcus faecium,57,0,0,0,7,0,5,6,11,0,5,0,0,10
,Enterococcus gallinarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterococcus gilvus,11,0,0,0,5,0,0,0,0,0,0,0,0,0
,Enterococcus hirae,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterococcus mundtii,9,0,0,0,6,18,7,0,0,0,0,0,0,0
,Enterococcus rotai,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterococcus silesiacus,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterococcus thailandicus,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,Melissococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Melissococcus plutonius,0,0,0,0,7,0,0,0,0,0,0,0,0,0
,Tetragenococcus,7,0,0,5,5,5,7,9,2,0,0,2,0,0
,Tetragenococcus halophilus,0,0,0,0,0,0,0,0,5,0,6,5,0,0
,Tetragenococcus koreensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tetragenococcus osmophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vagococcus,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Vagococcus penaei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vagococcus teuberi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillaceae,4,2,6,3,1,1,2,3,1,4,0,2,2,4
,Lactobacillus,141,62,65,113,169,163,150,187,80,67,2,72,43,112
,Lactobacillus acetotolerans,7,0,0,0,0,0,0,0,0,0,111,0,0,0
,Lactobacillus acidipiscis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus acidophilus,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus agilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus alimentarius,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,Lactobacillus amylophilus,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus amylovorus,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Lactobacillus animalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus apis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus backii,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus bombi,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Lactobacillus brevis,5,0,0,7,12,0,9,5,5,0,0,0,0,5
,Lactobacillus buchneri,0,0,0,0,0,0,0,0,9,0,5,0,0,0
,Lactobacillus casei group,8,6,0,3,6,6,6,3,1,5,0,1,0,10
,Lactobacillus casei,18,0,0,7,4,7,6,12,0,0,7,7,0,0
,Lactobacillus paracasei,0,0,0,0,12,5,0,6,7,0,0,0,0,0
,Lactobacillus coryniformis,0,0,0,0,5,0,0,0,6,0,0,0,0,0
,Lactobacillus crispatus,8,0,0,0,0,0,0,0,0,0,0,0,6,0
,Lactobacillus crustorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus curieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus curvatus,0,0,0,0,8,5,0,0,0,0,0,0,0,0
,Lactobacillus delbrueckii,7,5,0,16,23,19,20,17,6,0,0,0,0,13
,Lactobacillus dextrinicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus farciminis,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus fermentum,0,6,0,15,9,15,6,11,13,0,0,8,0,0
,Lactobacillus gasseri,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Lactobacillus ginsenosidimutans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus heilongjiangensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus helsingborgensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus helveticus,0,0,0,0,15,0,0,7,0,0,0,0,0,0
,Lactobacillus hokkaidonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus hordei,0,0,0,0,0,0,0,0,0,0,0,5,0,0
,Lactobacillus jensenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus johnsonii,0,0,0,0,6,0,5,0,0,0,0,0,0,0
,Lactobacillus kefiranofaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus koreensis,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus kullabergensis,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Lactobacillus kunkeei,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus lindneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus mucosae,14,5,0,0,0,0,0,0,6,0,0,0,0,0
,Lactobacillus murinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus nagelii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus oligofermentans,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus oris,0,0,0,0,7,0,7,0,9,0,0,0,0,0
,Lactobacillus paracollinoides,19,0,0,0,0,0,5,0,0,0,0,0,0,0
,Lactobacillus paraplantarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus pentosus,7,5,6,0,6,5,0,0,5,0,0,0,0,0
,Lactobacillus plantarum,12,0,0,0,17,11,5,7,6,0,0,0,0,0
,Lactobacillus rennini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus reuteri,0,0,0,0,13,11,6,5,0,0,0,0,0,0
,Lactobacillus rhamnosus,10,0,0,0,6,0,5,0,0,0,0,0,0,0
,Lactobacillus ruminis,0,0,0,0,0,0,0,0,6,0,0,0,0,0
,Lactobacillus sakei,16,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus salivarius,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Lactobacillus zymae,5,5,0,6,0,7,15,0,0,0,0,0,0,0
,unclassified Lactobacillus,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Lactobacillus sp.,60,11,32,29,7,12,17,57,28,0,0,17,31,16
,Pediococcus,10,0,0,0,14,14,9,17,8,0,35,0,0,5
,Pediococcus acidilactici group,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Pediococcus acidilactici,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pediococcus claussenii,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pediococcus damnosus,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pediococcus inopinatus,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Pediococcus pentosaceus,0,0,0,0,5,0,5,0,0,0,0,0,0,0
,Leuconostocaceae,6,4,7,7,4,6,11,2,2,3,0,3,0,7
,Leuconostoc,7,6,0,14,33,11,21,24,15,0,14,15,0,0
,Leuconostoc carnosum,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Leuconostoc citreum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leuconostoc gelidum,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leuconostoc mesenteroides,9,0,0,0,0,0,6,0,0,0,0,0,0,0
,Leuconostoc suionicum,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oenococcus,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,Oenococcus oeni,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,Weissella,5,8,0,7,9,12,8,16,8,5,0,5,0,14
,Weissella cibaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella confusa,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella hellenica,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella koreensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella paramesenteroides,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella soli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weissella thailandensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcaceae,5,0,4,6,2,5,4,5,2,0,0,1,1,6
,Lactococcus,2,5,0,8,13,10,9,7,1,7,4,8,5,8
,Lactococcus garvieae,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Lactococcus lactis,24,0,0,0,25,8,22,18,6,0,0,0,0,0
,Lactococcus piscium,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Lactococcus raffinolactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus,271,53,41,62,156,115,140,143,124,166,0,72,65,81
,Streptococcus agalactiae,7,0,0,0,7,0,6,6,0,0,85,0,0,0
,Streptococcus anginosus group,1,0,0,0,0,5,0,6,0,2,0,0,0,0
,Streptococcus anginosus,0,0,0,0,0,5,0,0,0,6,7,0,0,0
,Streptococcus constellatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus intermedius,16,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus australis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus canis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus cristatus,8,0,0,0,0,0,0,0,0,12,0,0,0,0
,Streptococcus dysgalactiae group,0,0,0,0,0,0,6,0,0,5,0,5,0,0
,Streptococcus dysgalactiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus equi,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Streptococcus equinus,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus ferus,17,0,0,0,10,0,11,6,0,0,0,0,0,0
,Streptococcus gallolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus gordonii,12,0,0,9,9,0,0,6,7,13,0,0,0,0
,Streptococcus gwangjuense,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus merionis,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Streptococcus milleri,0,0,0,0,0,0,0,0,0,8,0,0,0,0
,Streptococcus mitis,16,0,0,0,0,0,0,0,8,0,0,0,0,0
,Streptococcus mutans,6,0,0,0,15,12,0,6,0,0,0,0,0,0
,Streptococcus oralis,8,0,0,0,0,0,0,0,0,5,0,5,0,0
,Streptococcus parasanguinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus parauberis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus pluranimalium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus pneumoniae,13,0,0,0,5,0,6,0,6,13,0,0,0,0
,Streptococcus porcinus,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Streptococcus pseudopneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus pseudoporcinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus pyogenes,0,0,0,0,5,0,12,0,0,0,0,0,0,0
,Streptococcus salivarius,0,0,0,0,0,0,0,0,8,0,0,0,0,0
,Streptococcus sanguinis,33,0,0,0,13,5,0,5,13,75,0,0,8,0
,Streptococcus sobrinus,0,0,0,0,5,0,0,5,0,0,7,0,0,0
,Streptococcus suis,31,0,0,0,24,18,5,0,7,0,0,0,0,0
,Streptococcus thermophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus troglodytae,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus uberis,0,0,0,0,8,0,0,0,0,0,0,0,0,0
,Streptococcus urinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus vestibularis,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Streptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus sp. I-G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus sp. oral taxon 064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus sp. oral taxon 431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptococcus sp. VT 162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridia,49,32,35,61,118,92,80,86,54,22,0,28,18,67
,Clostridiales,84,37,44,103,186,165,188,137,82,47,55,46,38,85
,Christensenellaceae,0,0,0,0,0,0,0,0,0,0,109,0,0,0
,Christensenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christensenella minuta,27,25,30,19,29,22,24,27,14,0,0,6,0,15
,Clostridiaceae,5,4,8,12,7,9,13,13,7,9,8,5,7,8
,Alkaliphilus,0,0,0,0,7,7,0,2,0,0,16,0,0,4
,Alkaliphilus metalliredigens,7,0,0,0,13,8,11,24,0,0,3,5,0,14
,Alkaliphilus oremlandii,8,0,0,0,11,0,7,6,0,0,8,0,0,0
,Candidatus Arthromitus,0,0,0,0,12,0,2,4,5,0,0,0,0,0
,unclassified Candidatus Arthromitus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Arthromitus sp. SFB-rat-Yit,0,0,0,0,5,0,5,6,0,0,0,0,0,0
,Clostridium,186,70,84,137,177,186,202,152,103,93,0,162,81,174
,Clostridium aceticum,100,0,0,0,17,7,6,8,6,0,211,0,0,5
,Clostridium acetobutylicum,0,0,0,0,20,8,14,7,6,0,6,0,5,0
,Clostridium argentinense,8,0,0,0,6,6,17,15,5,0,6,8,0,5
,Clostridium autoethanogenum,0,0,0,0,0,0,0,0,0,0,10,0,0,0
,Clostridium baratii,0,0,0,0,7,5,13,14,0,0,0,0,0,0
,Clostridium beijerinckii,6,12,7,13,29,53,29,42,14,9,6,45,16,17
,Clostridium bornimense,6,0,0,0,0,0,9,0,0,0,35,0,0,0
,Clostridium botulinum,137,6,6,12,51,37,52,30,30,16,0,13,11,21
,Clostridium butyricum,6,0,0,0,14,7,16,18,12,0,39,6,0,0
,Clostridium carboxidivorans,0,0,0,0,11,0,14,0,0,0,8,7,0,0
,Clostridium cellulovorans,13,0,0,0,13,11,18,10,7,5,0,0,0,14
,Clostridium chauvoei,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Clostridium cochlearium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridium drakei,0,0,0,0,0,0,5,0,0,0,5,0,0,0
,Clostridium estertheticum,14,6,0,7,32,20,63,7,12,0,6,58,0,21
,Clostridium formicaceticum,27,0,0,0,19,17,14,10,0,0,52,0,0,11
,Clostridium isatidis,0,0,0,0,30,6,15,23,6,0,0,8,0,0
,Clostridium kluyveri,123,0,0,7,23,14,10,18,10,0,5,6,0,11
,Clostridium ljungdahlii,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Clostridium novyi,0,0,0,7,21,7,12,0,6,0,0,7,0,0
,Clostridium pasteurianum,41,0,0,0,27,23,25,22,5,0,0,10,0,0
,Clostridium perfringens,64,0,0,9,27,15,28,31,30,6,21,6,0,10
,Clostridium saccharobutylicum,26,0,0,5,10,10,6,5,14,0,16,8,0,0
,Clostridium saccharoperbutylacetonicum,15,0,0,0,22,18,16,17,11,8,6,15,0,0
,Clostridium scatologenes,0,0,0,0,0,0,0,6,0,0,10,5,0,0
,Clostridium septicum,0,0,0,0,0,0,5,5,11,0,0,0,0,0
,Clostridium sporogenes,10,0,0,0,5,0,0,0,0,0,0,0,0,0
,Clostridium taeniosporum,0,0,0,0,0,0,7,0,0,0,0,0,0,0
,Clostridium tetani,0,0,0,0,6,16,6,0,6,0,0,0,0,0
,Clostridium tyrobutyricum,5,0,0,5,26,6,10,15,6,0,6,0,0,0
,"environmental samples <firmicutes,genus Clostridium>",0,0,0,0,5,0,0,1,0,0,0,0,0,0
,uncultured Clostridium sp.,0,0,0,0,0,0,6,5,0,0,0,0,0,0
,unclassified Clostridium,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Clostridium sp. BNL1100,0,0,0,0,15,16,20,8,5,0,0,6,0,5
,Clostridium sp. SY8519,0,0,0,0,26,16,19,18,12,0,7,10,0,0
,Geosporobacter,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Geosporobacter ferrireducens,25,6,0,10,31,22,22,26,7,0,0,7,0,5
,Hathewaya,0,0,0,0,0,0,0,0,0,0,10,0,0,0
,Hathewaya histolytica,0,0,0,0,0,0,0,6,0,0,0,0,0,0
,Hungatella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hungatella hathewayi,5,10,0,19,26,38,28,17,8,0,0,0,0,7
,Clostridiales incertae sedis,6,1,6,16,0,3,0,4,4,7,13,1,8,7
,Clostridiales Family XII. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Fusibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridiales Family XIII. Incertae Sedis,1,5,0,0,2,9,14,9,0,0,0,7,0,8
,[Eubacterium] minutum,8,0,0,0,13,0,0,0,0,0,5,0,0,5
,[Eubacterium] sulci,0,0,0,0,13,0,0,5,0,0,0,0,0,5
,Mogibacterium,0,0,0,0,0,0,6,5,0,0,0,0,0,0
,Mogibacterium diversum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mogibacterium pumilum,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridiales Family XVI. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carboxydocella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carboxydocella thermautotrophica,7,13,8,14,61,50,44,41,23,7,0,12,6,35
,Clostridiales Family XVII. Incertae Sedis,0,0,2,0,0,0,0,0,1,2,15,0,4,1
,Sulfobacillus,3,0,4,9,2,6,6,7,4,0,4,4,0,5
,Sulfobacillus acidophilus,27,8,5,20,15,10,15,10,8,0,5,0,0,14
,Sulfobacillus thermotolerans,7,5,0,6,17,12,6,7,0,0,6,5,0,5
,Thermaerobacter,2,1,4,1,1,1,0,0,1,0,0,0,0,0
,Thermaerobacter marianensis,126,114,157,333,291,354,196,155,119,34,1,66,53,137
,Intestinimonas,0,0,0,0,0,0,0,0,0,0,109,0,0,0
,Intestinimonas butyriciproducens,22,19,25,43,87,71,52,29,23,11,0,15,10,32
,"environmental samples <firmicutes,order Clostridiales>",0,0,0,0,0,0,0,0,0,0,24,0,0,0
,uncultured Clostridiales bacterium,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Eubacteriaceae,7,2,1,4,1,5,5,4,0,0,0,4,5,4
,Acetobacterium,0,0,0,0,0,5,0,0,0,0,5,0,0,0
,Acetobacterium woodii,0,0,0,0,27,0,6,6,10,0,0,0,0,6
,Eubacterium,15,11,17,25,33,23,27,19,11,10,0,12,11,26
,Eubacterium callanderi,0,0,0,0,6,5,0,0,0,0,17,0,0,6
,Eubacterium limosum,15,9,7,18,54,38,47,25,15,11,0,9,5,10
,Gracilibacteraceae,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,"environmental samples <firmicutes,family Gracilibacteraceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Gracilibacteraceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Heliobacteriaceae,9,3,5,3,2,0,5,4,5,1,0,3,2,5
,Heliobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Heliobacillus mobilis,0,0,0,9,6,12,0,0,0,0,0,0,0,0
,Heliobacterium,1,0,0,1,1,1,0,0,0,0,0,0,1,1
,Heliobacterium modesticaldum,50,59,59,98,108,148,89,64,63,23,0,30,15,58
,Hungateiclostridiaceae,0,0,0,0,0,0,0,0,0,0,37,0,0,0
,Fastidiosipila,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fastidiosipila sanguinis,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Hungateiclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hungateiclostridium clariflavum,16,11,5,5,41,29,25,16,11,6,0,5,0,6
,Hungateiclostridium thermocellum,0,5,6,7,26,19,25,25,9,5,9,5,0,0
,Mageeibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mageeibacillus indolicus,0,0,0,5,15,8,18,8,7,0,0,0,0,6
,Pseudoclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudoclostridium thermosuccinogenes,0,6,0,0,31,20,28,22,9,0,0,5,0,8
,Ruminiclostridium,15,7,16,17,8,11,6,11,7,6,7,6,15,25
,Ruminiclostridium cellulolyticum,41,0,0,0,14,15,18,12,6,0,17,0,0,0
,Thermoclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermoclostridium stercorarium,0,0,0,0,32,26,22,27,6,6,0,5,0,5
,Lachnospiraceae,15,16,16,39,18,35,27,23,14,11,0,31,20,37
,Anaerobutyricum,0,0,0,0,0,0,0,0,0,0,35,0,0,0
,Anaerobutyricum hallii,0,0,0,0,25,8,5,10,7,0,0,5,0,0
,Anaerostipes,6,2,0,7,4,2,6,2,0,0,0,2,0,0
,Anaerostipes hadrus,11,0,0,0,5,0,5,5,0,0,3,0,0,0
,Anaerostipes rhamnosivorans,8,8,11,0,11,7,8,12,0,0,0,7,0,0
,Anaerotignum,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Anaerotignum propionicum,13,0,0,0,30,14,8,12,5,0,0,5,0,5
,Blautia,11,4,11,2,10,19,11,21,1,10,0,7,8,21
,Blautia coccoides,7,6,0,5,30,18,7,12,13,0,16,0,0,5
,Blautia hansenii,0,0,0,0,13,0,10,5,6,0,5,0,0,0
,Blautia obeum,15,0,0,6,10,0,15,0,12,0,0,0,0,0
,Blautia producta,0,0,5,9,24,11,15,7,11,0,0,0,0,0
,Butyrivibrio,0,0,0,0,5,5,9,14,3,0,0,0,0,5
,Butyrivibrio hungatei,0,0,0,0,5,0,0,0,6,0,0,0,0,0
,Butyrivibrio proteoclasticus,0,0,0,0,5,0,0,0,0,0,6,0,0,0
,Cellulosilyticum,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Cellulosilyticum lentocellum,6,0,0,0,0,0,5,6,0,0,0,0,0,5
,Coprococcus,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,unclassified Coprococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coprococcus sp. ART55/1,0,0,0,0,9,0,6,6,5,0,0,0,0,0
,Enterocloster,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterocloster bolteae,5,5,7,18,33,23,25,27,11,0,0,0,7,8
